了	ala
癚	cmhl
洯	cmis
猶	cmky
秎	cmmd
祶	cmof
栔	cmrl
毌	cmu
癬	cmva
契	cmsd
敖	cmld
祢	cmjk
獬	cmgs
瘵	cmcs
祒	cmdi
禌	cmff
祪	cmhi
癈	cmil
觢	cmmg
蛪	cmnc
䂮	cmus
穭	cmvf
禭	cmya
赘	cmlz
鳌	cmlq
獒	cmlc
遨	cmla
骜	cmlg
聱	cmlp
繛	cmfj
瘚	cmfl
穐	cmfo
嶅	cmlf
謷	cmll
贅	cmlm
摮	cmlt
嫯	cmly
絜	cmms
狌	cmsq
齧	cmvy
㛃	cmyb
螯	cmln
鏊	cmlz
瘅	cmfk
穄	cmcs
痥	cmdh
稵	cmff
狝	cmjk
禉	cmky
鼇	cmlc
嗸	cmld
稊	cmof
秚	cmts
猤	cmus
穟	cmya
瘓	cmys
祱	cmdh
驁	cmln
稅	cmdh
鰲	cmln
鷔	cmln
灵	cnfl
独	cncq
秋	cnfh
狗	cnjq
愁	cngi
秤	cnmf
黏	cnid
祺	cnqs
痊	cnlw
痰	cnnf
疹	cnwl
祚	cnas
狯	cnry
疥	cnod
猞	cnps
猃	cnhd
㺄	cnbo
獫	cndn
醔	cnky
揫	cnts
獪	cnvf
媝	cnyb
鍫	cnzj
狄	cnfq
疮	cnij
秆	cngh
逖	cnak
痤	cnnw
狳	cnch
癒	cnbg
祫	cndi
痀	cnjb
稐	cnlc
瘎	cnot
獊	cnpd
稘	cnqh
秂	cnrh
鶖	cntn
禥	cnwh
黍	cnis
犴	cngq
痄	cnab
秨	cnah
痋	cncb
禴	cndl
疢	cnfb
稥	cnfo
黐	cnin
蝵	cnnc
癆	cnnj
疭	cnnr
猉	cnqq
犱	cnwq
甃	cnww
瘉	cnbo
稌	cnch
秴	cndi
鹙	cndn
悐	cngi
湬	cnis
祄	cnod
瘡	cnpd
癐	cnvf
秇	cnwh
禬	cnvf
利	codh
礼	cots
秀	conh
透	coak
狮	couo
梨	corl
祠	coiw
犁	cosn
狒	cofq
疡	cowl
痼	cohg
獛	cobc
猟	coct
痐	codi
悡	cogi
凧	cojj
獵	cooo
癤	cozq
狃	cowh
稛	coch
癰	codq
疿	cofb
帇	cojl
疓	conb
疞	coot
秵	cosd
頺	coum
鋫	cozj
礽	cons
峱	cowf
穙	cobc
祻	cohg
祵	corl
稒	cohg
稇	corl
表	cpyf
凡	cpfj
狼	cpzg
狭	cpmf
狞	cpud
稼	cpys
狩	cpkd
帚	cpoj
禧	cpdi
猱	cptr
疰	cplw
痯	cpbi
猔	cpcs
獰	cpgu
秾	cppy
狧	cpsq
瘗	cpmw
猽	cpff
秳	cpsh
獝	cptd
瘒	cpuk
穃	cpyg
彙	cpfr
秺	cptq
獱	cpum
袰	cpym
稂	cpzg
彚	cpfr
禈	cpuk
穦	cpum
帮	cqoj
凤	cqyj
邦	cqkf
犬	cqp
稚	cqih
瘾	cqmg
痉	cqjg
癣	cqay
犭	cqt
癃	cqlm
瘧	cqcl
穞	cqfo
幚	cqgo
猇	cqhq
癄	cqnf
穕	cqrl
獹	cqvd
祁	cqks
狎	cqjq
瘙	cqpn
癊	cqar
痾	cqgk
癮	cqhg
痽	cqib
疖	cqkb
猚	cqiq
𨙸	cqki
穛	cqnf
痛	crgy
私	crsh
朵	crlj
瘫	crnb
剁	crod
秫	crpf
猹	crfu
狁	crhd
秮	crdi
秏	crmh
痳	crrl
狘	crwq
凨	cryj
狻	cros
狇	crlq
猍	crnn
瘮	crrw
瘆	crsw
秐	cryh
凩	crlj
痠	cros
穇	crrw
䅟	crsw
稄	cros
示	csp
瘴	csjz
獠	csmj
猗	csgk
痍	csig
礻	csp
獞	csbl
祰	csdi
痷	csfo
痎	cshb
狹	csnn
癨	csqi
癙	cssb
癗	csvt
毑	csym
禶	cshm
獳	csjr
瘱	csng
疨	csyb
禘	cspo
瘞	csnw
猘	csyo
犽	csyq
祂	csys
獐	csjz
穜	csbl
稖	csdi
穳	cshm
穤	csjr
療	csmj
痸	csyo
群	ctda
尹	ctpl
秭	ctot
狨	ctks
獅	ctbo
祴	ctjc
風	ctnc
秅	ctqq
獢	ctsd
狿	ctvt
穒	ctyn
狾	ctzj
郡	ctdq
秩	ctpf
颴	ctna
疺	ctsi
祩	ctvw
龝	ctyh
羣	ctda
覠	ctdh
頵	ctdm
焄	ctdn
帬	ctdo
裠	ctdp
稢	ctdu
颵	ctnb
颭	ctnd
颸	ctng
颮	ctni
颺	ctnj
颶	ctnm
颷	ctnn
颲	ctno
颫	ctnp
颼	ctnq
颬	ctns
颹	ctnt
飀	ctnv
颩	ctnw
𫖳	ctda
鵘	ctdn
稶	ctdu
飃	ctnc
颱	ctnd
飉	ctnj
颾	ctnn
颰	ctnp
飋	ctnt
飅	ctnv
飂	ctnw
祑	ctpf
祅	ctsd
秼	ctvw
鳯	ctyn
飇	ctnc
飈	ctnn
颳	ctnp
秗	ctsd
鳷	ctyn
飍	ctnn
穚	ctsd
委	cybh
君	cyd
魏	cyyg
稠	cywd
秧	cysd
祗	cypf
蠡	cynn
逶	cyak
痱	cyfb
癔	cygi
獍	cyhd
狪	cyiw
猠	cyjm
覣	cylh
剶	cyod
鶨	cytn
彖	cysl
靑	cyau
盠	cydm
痻	cyfo
瘣	cygb
劙	cyno
癇	cyob
瓾	cyww
瘖	cyyb
猅	cyfq
癎	cyof
疧	cysb
秖	cysh
祇	cyss
犩	cyys
瘃	cypf
痌	cyiw
痶	cyjm
猧	cyod
禂	cywd
秱	cyiw
瘑	cyod
疷	cypf
禍	cyod
秪	cypf
病	cuyn
疾	cusb
猪	cuqq
痴	cudi
症	cuvw
猾	cugq
毋	cuu
穗	cufg
疱	cuis
秣	curl
疠	cumd
痖	cuoy
獁	cuan
穲	cubv
疦	cunr
犳	cupf
獶	cutl
祹	cuyf
祆	cusd
疔	cudb
癋	cuag
疜	cufb
凮	cugb
獮	cumh
剨	cuod
瘏	cuqb
頍	cutm
狉	cuuh
砉	cusf
痮	cuap
禕	cuat
瘂	cuau
穂	cudg
稉	cufh
凬	cufo
狟	cufu
獑	cufz
獿	cugo
犻	cuoj
癅	cuov
禇	cuqs
祏	cuss
鳳	cutn
秬	cuuk
痞	cudi
狍	cuis
橥	curl
禡	cuan
稦	cuat
稏	cuau
狥	cufo
禰	cumh
痙	cuoj
礿	cupf
秠	cuuh
穪	cumh
科	cvks
移	cvvk
疚	cvpf
猥	cvup
痹	cvjc
稷	cvos
猬	cvbi
彝	cvmj
疵	cvib
祉	cvws
瘢	cvls
瘘	cvyb
禷	cvcm
痡	cvfb
禗	cvgi
夛	cvkl
穮	cvnf
獩	cvrj
瘰	cvms
犰	cvjq
秿	cvfh
猼	cvkd
禩	cvog
癳	cvvm
癦	cvwh
疩	cvks
禝	cvml
獜	cvvt
凪	cvwj
稩	cvbi
禣	cvkd
彛	cvmj
穓	cvog
穢	cvrj
痑	cvvk
祙	cvws
彜	cvmj
彞	cvmj
社	cwhs
视	cwjs
犹	cwyq
狐	cwgq
猿	cwdp
稽	cwif
祛	cwrs
嵇	cwfs
痔	cwkd
穑	cwmd
獙	cwld
穡	cwnd
禱	cwok
劃	cwvo
狵	cwwl
夙	cwdj
痣	cwgi
痫	cwrl
疣	cwyb
書	cwfo
諬	cwly
稑	cwmw
祾	cwos
畫	cwvu
獟	cwwh
秸	cwdi
穯	cwdd
晝	cwfu
畵	cwvy
狤	cwdi
嵆	cwfs
秲	cwkd
稜	cwos
穘	cwwh
痝	cwwl
祮	cwdi
责	czbf
狠	czgq
贯	czbm
狱	czcq
祈	czjs
猝	cznk
禳	czdp
瘿	czzy
痃	czfy
癠	czmo
癛	czoc
瘹	czup
痕	czgb
狈	czbq
𬸚	czcd
犿	czfb
𪟝	czjl
癕	cznq
穊	czuu
犺	czcj
稸	czfv
瘁	cznk
穰	czdp
秔	czcj
穧	czmo
癝	czoc
獽	czdp
祽	cznk
稡	cznk
和	dhu
兄	dhdi
史	dhqi
吼	dhot
呃	dhij
咕	dhgi
咙	dhli
嚼	dhjk
嗳	dhpq
唏	dhko
噘	dhml
喱	dhbl
啭	dhca
嗘	dhfs
哹	dhho
嘐	dhnw
啋	dhrl
噅	dhtn
啀	dhww
哸	dhyb
噿	dhzk
呖	dhjl
哌	dhpy
嚦	dhcv
嚈	dhfc
咷	dhis
哷	dhkd
嘸	dhnf
吇	dhoi
嗁	dhqh
喛	dhuq
嗂	dhyf
噯	dhpl
嚁	dhqi
啂	dhho
只是	d
别人	d
吧	dabi
吟	daji
忠	dagi
迪	daky
喉	dauu
咩	dayi
哗	daik
邑	dabi
咻	darl
盅	dadm
咿	dact
呤	dapf
迚	daak
嗿	dalm
唴	daot
咃	dasy
喺	datm
嚠	dazo
咐	dakd
嗟	dajg
覄	dacq
唅	dadi
哬	dagk
吪	daib
嗰	daoh
哶	daun
𬱖	dayy
咥	daii
迺	dakk
嗴	daor
唸	dagi
中	ld
臂	ldjb
壁	ldjw
避	ldja
届	ldys
噩	lddd
瞟	ldcs
攵	ldp
訲	ldas
琄	ldbi
眖	ldhd
屢	ldky
珵	ldlw
鸤	ldns
屌	ldoj
瑮	ldrl
誤	ldus
諲	ldwh
劈	ldjm
瞣	lddg
諿	ldpr
辟	ldjk
璧	ldjp
譬	ldjl
擘	ldjt
嬖	ldjy
檗	ldjr
鐾	ldjz
譂	lddk
讝	lddl
諤	lddo
璪	lddr
鼊	ldjc
䴙	ldjd
憵	ldjg
孹	ldjh
鷿	ldjn
幦	ldjo
躄	ldjs
礕	ldju
糪	ldjv
襞	ldjp
甓	ldjw
睊	ldbi
謤	ldcs
矂	lddr
詋	ldhd
繴	ldjm
鸊	ldjn
謙	ldjy
瞫	ldjz
瞜	ldky
睈	ldlw
譟	lddr
譚	ldjz
謱	ldky
叫	dbji
哪里	db
哩	dbli
鹃	dbdn
胄	dbiy
啌	dbjg
嘃	dbnb
剈	dbod
嘢	dbpv
鵑	dbtn
瓹	dbww
噾	dbyy
肙	dbii
嚝	dbjm
啳	dbij
嗻	dbin
喥	dbiq
票	dcsk
飘	dcch
啧	dczb
吱	dcii
嗷	dcml
叽	dcji
瓢	dcwg
吠	dcqi
啾	dcnf
剽	dcod
喙	dcys
唛	dclt
哚	dcrl
啨	dcbi
咊	dchi
唚	dcpq
呩	dcsi
吚	dctp
顠	dcum
凫	dcjn
嗉	dcms
嘒	dccc
翲	dchv
嘖	dclm
唀	dcon
𠳐	dcqk
彯	dcwl
唩	dcyb
嚖	dccg
飄	dccn
噚	dcjk
勡	dcjl
呣	dcmi
噄	dcmm
囓	dcmy
嚟	dcji
嚽	dcmm
喫	dcms
唙	dcnf
唎	dcod
品	dddi
哭	ddcq
只要	dd
器	ddcd
骂	ddgm
吕	ddii
鸣	ddni
患	ddag
呜	ddui
噪	dddr
鄂	ddoq
哂	ddki
鼍	ddvo
嘂	ddbd
單	ddfk
呪	ddhd
哵	ddjo
唡	ddli
呮	ddmf
斝	ddpk
郘	ddqk
喓	ddyb
咒	ddcj
串	ddas
颚	ddoa
鹣	ddnj
喦	dddf
辴	ddfg
啝	ddhi
噐	ddjd
嘍	ddky
遻	ddma
嚻	ddud
獸	ddvc
嚣	ddad
鹗	ddod
嘌	ddcs
唈	ddab
嘽	dddk
劋	dddo
鄵	dddq
碞	dddu
鷤	ddfn
囅	ddfp
鄲	ddfq
戰	ddft
嚴	ddhl
嗛	ddji
嘾	ddjz
覨	ddoh
顎	ddom
鶚	ddon
咢	ddoo
駡	ddun
呺	dduo
嘼	ddvi
嵒	dddf
喿	dddr
吅	ddii
嚚	ddjd
遌	ddoa
丳	ddod
喌	ddoo
卾	ddoq
囂	ddud
鼉	ddvc
氉	dddr
喝	dfuw
唱	dffo
岛	dfsn
咬	dfhq
喘	dfjr
覆	dfil
嗤	dfun
呻	dfas
咄	dfyk
喁	dfnn
嘣	dfbb
嘬	dfpq
哕	dfvk
黾	dfot
呫	dfdi
哘	dflc
嗺	dfqi
呦	dfjl
咔	dfuf
吆	dfyi
卟	dfbi
嗮	dfdk
嘚	dffk
嘊	dfhw
哻	dfng
嚗	dfoi
喅	dfsl
嘥	dfvv
嗢	dfdm
嘰	dffn
嗶	dfjk
啅	dfjz
嚩	dfok
噝	dfom
喲	dfop
𫑡	dfoq
呾	dfuh
啺	dfuj
啱	dfus
吗	dgmi
哪怕	dg
呵	dgki
咱	dgoi
哼	dgal
唔	dgdi
啤	dgtk
嗅	dgcq
嗽	dglq
嚎	dgpy
嗥	dgsk
唣	dgqq
吣	dgii
嚛	dgfr
嗃	dggi
啍	dgho
噈	dgjw
啲	dgup
嚊	dgvj
喇	dgod
哜	dgqi
噋	dghl
惒	dgih
嗕	dgkd
喤	dglw
喨	dgpc
咇	dgtp
嘷	dgik
噭	dgil
喞	dgiq
唕	dgks
噑	dgik
覈	dgil
口	diu
吃	dioi
叱	dibi
嗨	diic
啵	digp
囔	diap
嗌	didm
唦	dijt
吘	diks
哛	dimm
唹	dinv
哖	ditn
喋	dior
哔	diik
吲	dias
嚥	didn
咁	digi
哣	dimf
吡	diib
喈	diig
嗾	diiu
嘆	didp
嘙	digy
噀	diio
呭	diot
唖	diou
别	djod
另	djli
哎	djhq
吻	djui
兼	djp
吵	djtp
喵	djvt
咖	djdi
哨	djbi
噶	djfw
嗒	djnd
喏	djkd
覃	djzk
呓	djoi
嗬	djag
唿	djgi
鹱	djqq
畁	djcy
噮	djip
嗋	djjb
嚺	djma
呬	djsi
呅	djwi
囒	djym
唠	djpj
叻	djli
唢	djzb
嚆	djgg
嚾	djdq
噧	djfn
嚃	djia
囌	djmc
嗏	djnr
嚂	djod
嚿	djqk
鷣	djtn
噣	djun
啰	djvk
囈	djwr
唶	djfo
囉	djfq
嗼	djfs
嗊	djlm
囕	djoh
嘩	djut
囆	djfn
叿	djgi
嗩	djlm
嚄	djqq
唝	djzb
嘪	djlm
西	dku
只有	dk
吃饭	dk
叶	dksi
喷	dkjz
喃	dkya
咯	dkgi
鄙	dkoq
嗔	dkkm
嗦	dkpm
哮	dkho
嗜	dkfo
嗖	dkaq
咀	dkqi
唳	dkcq
咴	dknf
唪	dkts
哊	dkbi
吋	dkdi
咾	dkli
吰	dkrs
覀	dku
嘲	dkjb
嚏	dkpa
嗪	dkch
喐	dkbq
遱	dkda
唲	dkhd
啚	dkod
唒	dkyi
數	dkdl
鷜	dkdn
氀	dkdr
甊	dkdw
婁	dkdy
嘋	dkhl
咗	dkjg
噴	dkjm
呝	dkoi
咘	dkoj
哱	dkph
嚔	dkpv
两	dlp
呢	dlib
吹	dlqi
喔	dlai
呈	dlwi
嘱	dltn
咚	dlvl
唰	dloo
唁	dlyi
噼	dldj
咣	dlgi
喠	dlbl
啒	dlfy
哯	dlhd
哢	dljc
喢	dlkj
噖	dlla
勛	dlmj
焁	dlnf
吺	dlsi
歉	dlqj
逞	dlak
嗣	dloi
呚	dldi
喒	dlff
噥	dlgc
啹	dlhg
囑	dlin
員	dlmf
呎	dlpf
嚑	dlvh
郢	dlqk
翤	dlhv
鶰	dlmn
鄖	dlmq
嚶	dlmy
唄	dlmf
吀	dlqi
囎	dlmf
賈	dlmf
只	dmfi
唤	dmys
吩	dmmd
叨	dmdi
吖	dmas
叭	dmfi
嗡	dmrh
嗲	dmhv
皿	dmu
嗝	dmgi
噔	dmim
噌	dmvf
喼	dmcg
啗	dmkj
咲	dmsd
哟	dmup
咝	dmms
嗍	dmfb
哾	dmdh
嘝	dmgk
噡	dmhl
噂	dmkk
嚵	dmdk
嘦	dmdy
嗞	dmff
啴	dmfk
唃	dmgy
㕮	dmhq
叧	dmdi
嚕	dmvf
喚	dmys
哈	dndi
只会	dn
虽	dnci
啥	dnps
鸟	dnu
啸	dnom
咋	dnai
嘶	dnzj
喻	dnbo
呛	dnij
啖	dnnf
哙	dnry
啽	dndj
吙	dnfi
呴	dnji
嘳	dnlm
呯	dnmf
唭	dnqi
噲	dnvf
噙	dnzn
唑	dnnw
唋	dnch
噏	dndh
嘯	dnoa
嗆	dnpd
嚍	dnud
噞	dndn
嗱	dndt
嘮	dnnj
吤	dnod
啿	dnot
嘨	dnov
叺	dnui
喩	dnuo
喣	dnnf
雖	dnqi
哪	dotq
嗯	dosg
吊	doji
噗	dobc
哄	dogi
叼	douh
嚉	doak
嗈	doda
咈	dofi
呞	doiw
呂	doki
啯	dolp
噉	dopl
嘓	dotu
吜	dowh
咽	dosd
噬	dojn
覇	dobi
呉	doum
嚡	doww
嘞	dojl
囖	dojq
覉	dosg
覊	doun
吳	dosd
吸	dpji
嘻	dpdi
咏	dpis
喧	dpuu
喀	dpkg
袅	dpyn
哝	dppy
嚓	dpmc
嗫	dpqq
噻	dpsw
啷	dpzq
嘭	dpwl
咤	dptq
呋	dpfi
啶	dpao
嘧	dpgf
嗐	dpcd
唍	dpoh
咠	dpri
啘	dpvi
咛	dpud
鸵	dpib
戢	dptg
嚀	dpgu
囁	dppp
咶	dpsi
咹	dpyb
哴	dpzg
哰	dpsn
噊	dptd
喗	dpuk
咜	dpib
咡	dpri
喰	dpsi
啊	dqgk
嘛	dqmi
叹	dqyi
唯	dqii
邮	dqky
嗓	dqqr
嘘	dqoy
噜	dqfo
唬	dqhi
呷	dqji
噍	dqnf
噳	dqds
嘑	dqtk
嚰	dqus
嚧	dqvd
叩	dqki
啜	dqqq
噱	dqys
嚒	dqfy
嚱	dqit
囐	dqmc
噓	dqoo
鷕	dqtn
邬	dqku
唨	dqkq
嚤	dqts
呆	drli
喊	driw
唉	drus
栗	drlk
喳	drfu
唷	drbi
唆	dros
吮	drhd
噤	drrc
哞	drsn
嗵	drga
咍	drdi
唻	drnn
鷅	drtn
呍	dryi
唽	drzj
枭	drln
嘁	drfj
啉	drrl
槑	drdr
喖	drhg
嘜	drnl
呠	druh
嘇	drrw
喴	druy
呀	dsyi
咳	dshi
咦	dsig
哒	dsak
啼	dspo
嘀	dsyh
嚅	dsjr
嚯	dsqi
嘹	dsmj
喹	dsww
噇	dsbl
哠	dsdi
唵	dsfo
喯	dskj
吽	dsni
咵	dsoo
噺	dsrz
哫	dsui
噹	dsvt
呔	dspf
唼	dsyb
嚨	dsby
囋	dshm
遷	dsia
喕	dsmi
唊	dsnn
嚫	dsrh
嘡	dswh
喭	dshw
嚐	dsif
嗙	dspi
吔	dsyi
啦	dtsl
响	dtyd
呼	dtmk
哦	dttt
啪	dtgb
吒	dtqq
哓	dtuh
哳	dtzj
呏	dtjc
呹	dtpf
嘺	dtsd
咮	dtvw
噢	dtys
廼	dtjk
覂	dtsi
咑	dtud
唞	dtvk
廸	dtjy
唌	dtvt
噃	dtvv
嗚	dtyn
嘄	dtyr
鳴	dtyn
鶼	dtyn
号	duot
哪一	du
吓	dufb
吴	dusd
乌	duu
哑	duoy
吁	duks
叮	dudi
嘎	dugt
嘟	duqk
呕	duhq
咆	duis
嘈	dulf
啮	duci
啕	duyf
啞	duau
吥	dubi
咞	dujc
吷	dunr
嘠	dutt
呁	duvl
唗	duwi
吨	dufc
呸	duuh
嗄	dugl
咂	duoj
哐	dulw
噁	duag
囇	dubv
啑	ducv
嘔	dudd
哅	duhy
啛	duny
啫	duqi
嚘	dutl
嘕	duvn
哽	dufh
饕	duop
呒	duui
嗎	duan
喡	duat
嗹	dufa
唓	dufk
噸	dufm
咰	dufo
咺	dufu
咟	dugb
嗗	dugi
別	duod
𫫇	duog
啢	duon
號	duoq
甹	duot
頔	dutm
噆	duuf
囀	dufk
鸮	duod
鴞	duon
飸	duop
嘴	dvig
虽然	dv
味	dvwi
嘿	dvhi
喂	dvup
咪	dvmi
喽	dvyb
啃	dvbi
哆	dvvk
哺	dvfi
呲	dvib
唥	dvap
嘫	dvcn
嚬	dvjm
呌	dvks
嚙	dvny
啣	dvqk
噦	dvrj
粟	dvmk
嚸	dvfd
喍	dvir
噒	dvvt
嚜	dvwh
噛	dvvy
喟	dvbi
吐	dwhi
哇	dwwh
咧	dwod
呱	dwgi
噎	dwim
嗑	dwrd
咭	dwdi
鄄	dwqk
啈	dway
垔	dwhk
歅	dwlq
哋	dwsy
甄	dwww
哧	dwoy
噠	dwaa
呿	dwrs
嚋	dwok
㘎	dwol
嚇	dwoo
啩	dwwf
咓	dwwi
甉	dwwj
哤	dwwl
嘵	dwwh
由	dyu
啡	dyfi
呐	dynr
唾	dyci
啄	dypf
噫	dygi
呶	dyqy
喑	dyyi
啁	dywd
哃	dyiw
唺	dyjm
噷	dylq
冑	dyor
咉	dysd
剐	dyno
覅	dyju
喎	dyod
嚹	dyqk
呥	dywh
吶	dynu
嚪	dyok
呙	dynr
唂	dygi
呧	dypf
要	u
一个	u
不是	u
听	dzji
员	dzbi
嚷	dzdp
勋	dzjl
嘤	dzzy
吭	dzcj
唧	dzqk
啐	dznk
哏	dzgi
呟	dzfy
囄	dzhq
呡	dzmi
嘅	dzuu
贾	dzbk
唫	dzji
嚌	dzmo
噰	dznq
呗	dzbi
郧	dzqk
囃	dznq
！	ea
、	ef
（	eg
）	eh
？”	ei
“	ej
”	ek
；	el
‘	eo
’	ep
：“	eq
~	er
……	es
。”	eu
？	ew
是	faoo
题	faay
得到	fa
遇到	fa
最差	fa
申	faso
畅	faow
岭	fapf
匙	faib
曦	fact
岑	fajs
徉	fayc
晗	fadi
韪	fakw
昴	famo
岜	fabs
峳	faal
暢	fafj
朄	fagm
嶬	fatt
畃	faup
嵧	favt
晔	faik
嵯	fajg
峁	fams
迧	faak
辿	faks
衑	fapl
嵄	fasd
鶗	fatn
題	faum
晊	faio
峌	fais
崡	faiy
昑	fajo
尟	fajt
嶺	fapm
韙	faut
遈	faak
嵳	fajg
岒	fajs
岺	fapf
曱	faso
暛	fajg
彾	fapf
甴	faso
昤	fapf
上	fuhb
量	fubl
明天	fu
昨天	fu
卡	fufb
叔	fujq
徒	fuwc
征	fuvw
旦	fuho
昂	fuqk
岩	fuss
忐	fugi
蚩	func
徫	fuat
曬	fubv
崨	fucv
嶇	fudd
旴	fuks
嶆	fulf
徑	fuoj
彴	fupf
昩	furl
崸	futm
岠	fuuk
妛	fuyb
督	fujl
歇	fuwl
惩	fuvg
暑	fuqo
昊	fusd
岖	fuhq
峋	fufo
衛	fual
鼌	fudo
巎	fugo
仧	funr
鼂	fuoc
鴠	futn
嶜	fuuf
昞	fuyn
遏	fuwa
昀	fuvl
岍	fujc
曷	fuww
躗	fuas
旽	fufc
峺	fufh
暷	fufk
峘	fufu
嶃	fufz
屼	fuhd
逿	fuja
暱	fujd
惄	fujg
尗	fujk
裻	fujp
崋	fujt
昜	fuju
錖	fujz
岯	fuuh
衐	fuul
嵿	fuum
煚	fuun
徰	fuvv
鹖	fuwd
鶡	fuwn
毼	fuwr
徇	fufo
衞	fual
躛	fuas
暐	fuat
徢	fucv
晅	fufu
嶄	fufz
敭	fujl
敊	fujq
昁	fuoj
旳	fupf
岇	fuqk
暏	fuqo
暊	futm
昛	fuuk
晸	fuvl
昰	fuvw
昺	fuyn
讆	fual
旹	fufo
讏	fual
话	f
时候	f
出来	f
明	yt
姊	ytot
妖	ytsd
娥	yttt
娆	ytuh
姝	ytvw
魊	ytdu
戠	ytgy
娀	ytks
妷	ytpf
奼	ytqq
姠	ytyd
娇	ytso
娫	ytvt
鵒	ytyn
姂	ytsi
嬏	ytvv
嬝	ytyp
嬌	ytsd
鶕	ytyn
盟	fbdm
卜	fbp
崩	fbbi
旷	fbgo
崆	fbjg
猒	fbcq
冐	fbio
岤	fbks
琞	fblp
嵣	fbnd
昿	fbrs
曌	fbbj
岄	fbis
曠	fbjm
牗	fbnb
剻	fbbo
焽	fbnf
嵻	fbni
状	fcqp
晴	fcbi
岚	fchq
巍	fcyy
岐	fcis
酆	fccq
嵊	fcfi
屮	fca
嶽	fclc
峲	fcod
峮	fctd
嵙	fcvk
彳	fca
艷	fcca
嵐	fctn
崣	fcyb
暳	fccc
豓	fccd
豐	fccm
豒	fcco
崝	fcbi
豔	fccd
点	fdnf
战	fdtg
占	fdib
晒	fdko
岫	fdys
乩	fdot
觇	fdwj
迠	fdak
徱	fdcs
崿	fddo
敁	fdfq
岲	fdhd
嵰	fdjs
徎	fdlw
昷	fdmo
嶯	fdpt
嶉	fdqi
奌	fdsd
冔	fduk
崾	fdyb
嵓	fddd
曋	fdjz
徆	fdkc
覘	fdlh
盀	fdmb
袞	fdpy
梷	fdqr
頕	fdum
暺	fddk
巖	fddl
嶁	fdky
巗	fddl
峀	fdys
曮	fddl
得	ffuk
晚点	ff
桌	ffrl
幽	fffy
昌	ffoo
後	fflt
畿	fftv
崼	ffao
艸	ffcc
岾	ffdi
暻	ffgj
峧	ffhq
崐	ffii
岰	ffjl
暒	ffms
嵂	ffnv
暀	ffpl
屾	ffss
峠	ffuf
崻	ffwk
昢	ffyk
晶	fffo
曝	ffoi
嵦	ffim
晹	ffju
徴	ffll
焸	ffnf
暥	ffpy
旵	ffso
幾	fftn
崵	ffuj
曓	ffyu
芔	fffc
茻	ffff
曟	fffg
忁	fffi
曡	fffk
歞	fffl
曐	fffm
㬎	fffn
曑	fffw
晫	ffjz
昗	fflo
晘	ffng
嵎	ffnn
蠿	ffun
嵑	ffuw
斷	ffuz
徥	ffao
顯	fffm
晿	fffo
晈	ffhq
崑	ffii
暟	ffim
徾	ffll
嵷	ffnv
昍	ffoo
岀	ffss
暘	ffuj
暍	ffuw
嵵	ffwk
嵸	ffnv
暰	ffnv
影	fgjw
明白	fg
景	fgjk
牌	fgtk
晨	fgco
彼	fgpc
晤	fgdi
嵩	fggs
徨	fglw
徼	fgil
暾	fghl
岢	fgks
岶	fgbs
巐	fgfj
徚	fgmf
嵲	fgrl
暤	fgsk
暅	fguu
衙	fgdl
晾	fgjk
崞	fgho
暠	fggo
暭	fgik
岥	fgps
崥	fgtk
颢	fgja
顥	fgjm
㠇	fgjw
嵉	fgpu
鷐	fgtn
峿	fgdi
嵪	fggs
曍	fgik
曒	fgil
崲	fglw
暕	fgmf
暞	fgrl
交	fhql
效	fhld
版	fhqy
暖	fhuq
岸	fhng
崖	fhww
循	fhkl
暧	fhpq
晁	fhis
崭	fhzj
遢	fhak
徭	fhyf
岵	fhgs
衚	fhbl
屵	fhcs
䴔	fhdn
嵠	fhfs
効	fhjl
嶡	fhml
毾	fhrm
鵁	fhtn
郊	fhqk
衔	fhlc
崤	fhkb
昃	fhnr
嶍	fhgb
嶾	fhjg
曖	fhpl
頝	fhum
嵏	fhyl
曜	fhqi
巁	fhjn
嶏	fhki
醤	fhkk
晞	fhko
奨	fhks
昽	fhlo
嵚	fhlq
崢	fhnv
嵺	fhnw
虠	fhqh
岅	fhqy
徯	fhfs
晀	fhis
𫵷	fhjl
曞	fhjn
嶥	fhml
嵟	fhqi
昄	fhqy
㬊	fhuq
崕	fhww
暚	fhyf
嵕	fhyl
嵈	fhuq
北	fibp
背	fibi
岂	fijs
凯	ficj
昆	fiib
彷	fifc
衍	filc
冀	fivo
屹	fioi
觊	fiwj
嶷	fiua
邶	fiqk
嵴	finb
𫖮	fiay
嵹	fidn
嵽	fiho
旿	fiks
凱	fimc
汖	fiss
嵌	filq
晦	ficm
牒	fior
鄁	fibq
暵	fidp
復	fifl
暶	fiia
豈	fimf
丠	fiuh
嵶	fivv
埊	fiwh
愆	filg
剀	fiod
崉	fifo
鹍	fiid
鵾	fiin
崺	fiis
巓	film
覬	fimh
敳	fiml
顗	fimm
颽	fimn
剴	fimo
敱	fimq
暪	fion
軰	fiuk
屺	fijs
曣	fidn
昉	fifo
暆	fiis
獃	fimc
昘	fifo
易	fjuo
很少	fj
出发	fj
曼	fjqy
卓	fjzb
幼	fjly
剔	fjod
峭	fjbi
曙	fjuq
嵘	fjpr
颛	fjay
巏	fjdq
嶱	fjfw
屸	fjgs
孧	fjho
昮	fjjl
峷	fjks
